V1,issue,Dem_quote_text,Repub_quote_text,ideo,pid,ranking1,ranking3,gender,age,race,Repub_both,Repub_quote,Repub_issue,Repub_neither,approval,Dem_both,Dem_quote,Dem_issue,Dem_neither,approval
R_1mksn9PQyobapjv,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Democrat,Social security,Education,Female,55-64,African American,,,,,,,,,1,Approve somewhat
R_9KVlotFRSJIWRpL,Drug addiction,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Lean Democrat,Health care,Drug addiction,Female,25-34,White/Caucasian,,,,,,,1,,,Approve strongly
R_11XFctE11FW04ZF,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Republican,Immigration,Terrorism,Female,55-64,White/Caucasian,1,,,,Approve strongly,,,,,
R_stDeVXlGsCUN0Od,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Not sure,Education,Social security,Female,35-44,White/Caucasian,1,,,,Neither approve nor disapprove,,,,,
R_2tkWsMszMQPvJaW,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Independent,Jobs,Drug addiction,Male,25-34,African American,,,,,,,,,1,Neither approve nor disapprove
R_cImTHrz6LDaxzyx,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Independent,Health care,Environment,Female,55-64,White/Caucasian,1,,,,Approve somewhat,,,,,
R_1gFTGQ9lr9RFEK0,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Republican,Health care,Social security,Male,65 or over,White/Caucasian,1,,,,Neither approve nor disapprove,,,,,
R_3lRXEJh4pI5nGjW,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,Terrorism,Crime,Female,18-24,White/Caucasian,,,,1,Approve strongly,,,,,
R_1f2SpZT9K7a3d1c,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Lean Democrat,Drug addiction,Environment,Female,65 or over,White/Caucasian,,,,,,,,1,,Neither approve nor disapprove
R_3nTJXwLvgNLSt9m,Drug addiction,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Weak Democrat,Jobs,Drug addiction,Female,35-44,White/Caucasian,,,,,,,1,,,Disapprove somewhat
R_2q2a5ZWcHKIglgl,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Terrorism,Social security,Male,55-64,White/Caucasian,,,,,,,,,1,Neither approve nor disapprove
R_DoeuqWDvqUhLxGp,Terrorism,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,Terrorism,National security,Female,35-44,White/Caucasian,,1,,,Approve strongly,,,,,
R_3mdDFRpElLnqeUA,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Strong Democrat,Health care,Crime,Female,18-24,African American,,,,,,,,1,,Approve strongly
R_r1s1TtGPm17eEIV,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Lean Republican,Jobs,Health care,Male,25-34,White/Caucasian,1,,,,Approve somewhat,,,,,
R_3sayyntA1ykofvX,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Lean Democrat,Education,Immigration,Female,65 or over,White/Caucasian,,,,,,,,,1,Neither approve nor disapprove
R_2tFhlaQBkq7IzWd,Drug addiction,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Not sure,Terrorism,Drug addiction,Male,65 or over,Asian,,1,,,Disapprove somewhat,,,,,
R_2WHC0Gn6Kdy4giK,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Environment,Environment,Male,35-44,White/Caucasian,,1,,,Disapprove strongly,,,,,
R_3r2QgQNzxFQltpX,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Republican,Environment,Education,Female,18-24,White/Caucasian,,1,,,Disapprove somewhat,,,,,
R_1GwT9tI5UvyEH8r,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Republican,National security,Crime,Male,35-44,White/Caucasian,,,1,,Approve strongly,,,,,
R_3JKwej8NIqyHFxh,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Strong Democrat,Health care,Social security,Female,35-44,White/Caucasian,,,,,,,,1,,Neither approve nor disapprove
R_2t5mX4Ubx4DWQEx,Terrorism,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Independent,Education,Terrorism,Male,55-64,White/Caucasian,,1,,,Disapprove strongly,,,,,
R_2QrORqpUbvNiuhE,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Republican,Jobs,Social security,Female,45-54,White/Caucasian,1,,,,Neither approve nor disapprove,,,,,
R_3e9bgXwMhT2yi96,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Lean Democrat,Social security,Education,Female,18-24,White/Caucasian,,,,,,,1,,,Disapprove somewhat
R_3j81FwKpVka7xC0,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,National security,Social security,Female,55-64,White/Caucasian,,,1,,Approve strongly,,,,,
R_2aEy8y5JYM97mK4,Terrorism,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Strong Republican,National security,Terrorism,Male,65 or over,White/Caucasian,1,,,,Approve somewhat,,,,,
R_3hc4u2fXQ1ocAvg,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Lean Democrat,National security,Education,Male,18-24,White/Caucasian,,,,,,1,,,,Disapprove somewhat
R_1o7pSwUW63lS37I,Drug addiction,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Lean Democrat,Crime,Drug addiction,Female,25-34,Hispanic,,,,,,,1,,,Approve somewhat
R_2uBUHg2BHKps6BG,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,National security,Immigration,Male,45-54,African American,,,,,,,,1,,Disapprove somewhat
R_C8Q84Nc041QVsDD,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Lean Republican,Jobs,Education,Female,18-24,White/Caucasian,,1,,,Neither approve nor disapprove,,,,,
R_1QsIl0NOPo7WFWm,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Strong Democrat,Environment,Health care,Female,65 or over,White/Caucasian,,,,,,,1,,,Approve somewhat
R_1eyrw3i4puECuOS,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Lean Republican,Jobs,Health care,Male,25-34,White/Caucasian,1,,,,Approve strongly,,,,,
R_1FE2ZEDJp3r6M2z,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Not sure,Jobs,Health care,Female,18-24,White/Caucasian,,1,,,Neither approve nor disapprove,,,,,
R_3rOK2mON3YcLLJW,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,Health care,Crime,Female,25-34,Hispanic,1,,,,Approve somewhat,,,,,
R_2AYwMQp0fQIZPxz,Drug addiction,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Independent,Drug addiction,Health care,Female,25-34,White/Caucasian,1,,,,Approve somewhat,,,,,
R_vjyJzKvAOoveZe9,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Weak Democrat,Education,Jobs,Female,55-64,White/Caucasian,,,,,,1,,,,Approve somewhat
R_PLNnDvOahjdjLmV,Drug addiction,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Weak Democrat,Health care,Drug addiction,Female,25-34,White/Caucasian,,,,,,,1,,,Approve somewhat
R_2pKK3eki3ajvu3j,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Health care,National security,Female,35-44,White/Caucasian,,,,,,,,1,,Neither approve nor disapprove
R_3rT9R8AUASq7kk4,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Strong Republican,Social security,Terrorism,Female,65 or over,White/Caucasian,,,1,,Neither approve nor disapprove,,,,,
R_33dIEYWcFalqEKs,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Independent,Health care,Environment,Male,25-34,White/Caucasian,,1,,,Neither approve nor disapprove,,,,,
R_bPj8vTogP6fQNhL,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Republican,Terrorism,Health care,Male,25-34,White/Caucasian,,,,1,Neither approve nor disapprove,,,,,
R_1Fgr1ipRDCauazP,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Democrat,Environment,National security,Male,25-34,White/Caucasian,,,,,,,,1,,Approve strongly
R_1onbKuBllo5jhgL,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Immigration,Jobs,Male,35-44,White/Caucasian,,,1,,Approve strongly,,,,,
R_1Cv9lUBerdouEpH,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Independent,Jobs,Education,Male,55-64,White/Caucasian,,,,,,,,1,,Neither approve nor disapprove
R_vUg2vjPZEa2AFLr,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Social security,Environment,Female,65 or over,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_3EKrcHzQKaQTnOx,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Strong Democrat,Health care,Immigration,Female,18-24,African American,,,,,,1,,,,Approve strongly
R_PtdasNk7bga9Gxz,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Republican,Jobs,National security,Male,45-54,White/Caucasian,,,,1,Approve somewhat,,,,,
R_1mI9KfGOHFK3Lxl,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Republican,National security,Crime,Female,45-54,White/Caucasian,,,1,,Approve somewhat,,,,,
R_31SJ68MvI1laVQx,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Lean Republican,Health care,Crime,Male,65 or over,White/Caucasian,,,1,,Approve somewhat,,,,,
R_2AEIBda0eFlgbEa,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Republican,National security,Terrorism,Male,35-44,White/Caucasian,1,,,,Approve strongly,,,,,
R_3rMpSPXjsTjo4sl,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Democrat,National security,Immigration,Female,65 or over,White/Caucasian,,,,,,,1,,,Disapprove somewhat
R_3rOG1OijiB1XGwT,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Health care,National security,Female,65 or over,White/Caucasian,,,,,,1,,,,Approve strongly
R_2SkLLvrvPsikgZi,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,National security,Immigration,Male,25-34,White/Caucasian,,,1,,Neither approve nor disapprove,,,,,
R_3DhKfDcgApg13Wd,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Democrat,Education,Crime,Female,25-34,Hispanic,,,,,,1,,,,Neither approve nor disapprove
R_VWjhCvHNQJFXDpv,Drug addiction,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Democrat,Immigration,Drug addiction,Female,35-44,White/Caucasian,,,,,,1,,,,Approve strongly
R_28IeU5sUrzvDQFm,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Republican,Immigration,Crime,Female,55-64,White/Caucasian,,1,,,Approve somewhat,,,,,
R_2tMzbSklOnY8tO7,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,Immigration,Social security,Male,55-64,White/Caucasian,,,,,,1,,,,Disapprove somewhat
R_2eWIrEpC7Bl3lrG,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,Jobs,Crime,Male,35-44,Asian,,,,,,1,,,,Approve somewhat
R_31j8aWYaGDQZxoJ,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Health care,Drug addiction,Male,65 or over,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_1QLwgGMAzNgrtjv,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,National security,Social security,Male,55-64,White/Caucasian,,,,,,1,,,,Disapprove strongly
R_1jTZAhvNDeO5xpZ,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Strong Democrat,Jobs,Social security,Female,45-54,African American,,,,,,1,,,,Approve strongly
R_28GM5pbgWMyhyw8,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Weak Republican,National security,Crime,Female,25-34,White/Caucasian,,,,1,Approve strongly,,,,,
R_DDjIV1rInvHB3ZD,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Jobs,Health care,Male,25-34,Asian,,,,,,1,,,,Neither approve nor disapprove
R_2zx6KvZOewuSfuU,Terrorism,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Strong Democrat,Environment,Terrorism,Female,25-34,White/Caucasian,,,,,,,,,1,Disapprove somewhat
R_1BY50n9EeJySJr4,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Social security,Environment,Female,45-54,White/Caucasian,,1,,,Disapprove strongly,,,,,
R_2dlM3qBnJX8CaLd,Drug addiction,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Not sure,Crime,Drug addiction,Female,45-54,White/Caucasian,,,1,,Neither approve nor disapprove,,,,,
R_3Kow5Srt9rVy8Gb,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,National security,Jobs,Female,35-44,White/Caucasian,,1,,,Approve strongly,,,,,
R_1hMgdYIXoOc8gh0,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Democrat,Health care,Social security,Female,45-54,White/Caucasian,,,,,,,1,,,Approve strongly
R_1KexPKZnXUH49so,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Weak Republican,Social security,Immigration,Female,55-64,White/Caucasian,,,,1,Approve somewhat,,,,,
R_03zGk9hd1eFTm93,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Not sure,Jobs,Crime,Female,45-54,Hispanic,,,,1,Disapprove strongly,,,,,
R_BWlPghCcY5ioLst,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Weak Democrat,Environment,Education,Male,25-34,Hispanic,,,,,,1,,,,Approve strongly
R_Aup1rSMMhJ80tbz,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Jobs,National security,Male,25-34,African American,1,,,,Disapprove strongly,,,,,
R_uaaCf9cJdF4bui5,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Health care,Jobs,Male,18-24,Other,,,,,,,1,,,Disapprove somewhat
R_3m2EtDLIKlbcreK,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Not sure,Health care,Environment,Female,25-34,White/Caucasian,,,1,,Disapprove strongly,,,,,
R_3hyTOkH3uRhCyQx,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Lean Republican,Jobs,Crime,Male,18-24,White/Caucasian,,,,1,Neither approve nor disapprove,,,,,
R_1l5oHOwtglUPtWV,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Independent,Health care,Environment,Female,25-34,Other,,,,,,1,,,,Approve somewhat
R_3koCa3qxeSTIyHu,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Independent,Jobs,National security,Female,25-34,Hispanic,,1,,,Approve strongly,,,,,
R_2a9O7W3GuDXr3As,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Strong Republican,Immigration,Social security,Female,65 or over,White/Caucasian,,1,,,Disapprove strongly,,,,,
R_6fop7f1f6Jdbi9j,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Independent,Social security,Immigration,Female,25-34,African American,1,,,,Approve strongly,,,,,
R_3MDS3txWsHbBuiO,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Republican,National security,Crime,Female,25-34,White/Caucasian,1,,,,Approve somewhat,,,,,
R_1GWggLpBPrPuo8p,Drug addiction,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Health care,Drug addiction,Male,45-54,White/Caucasian,,,,,,,1,,,Neither approve nor disapprove
R_cYIW34ZIgFuNeox,Drug addiction,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Republican,Drug addiction,Crime,Female,25-34,White/Caucasian,1,,,,Disapprove somewhat,,,,,
R_2fm5zb5efiTT998,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Republican,Social security,Immigration,Female,65 or over,White/Caucasian,1,,,,Approve strongly,,,,,
R_3PQUNUKr9SXdef4,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Weak Democrat,Crime,National security,Female,35-44,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_4OvQqLoQ7CNPpap,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,National security,Social security,Female,18-24,White/Caucasian,,,1,,Approve somewhat,,,,,
R_31NotAVRnvg0mf6,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Weak Democrat,Environment,Education,Female,25-34,White/Caucasian,,,,,,,1,,,Approve strongly
R_3scDCWumoyAUaA6,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,Education,Social security,Female,18-24,Hispanic,,,,,,,,1,,Approve somewhat
R_zVBvedHlmyiWrst,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Republican,National security,Health care,Male,65 or over,White/Caucasian,1,,,,Approve somewhat,,,,,
R_2CljEoWymSk3W6R,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Lean Republican,Terrorism,National security,Male,65 or over,White/Caucasian,1,,,,Approve somewhat,,,,,
R_2fjklOZQ4XuxexK,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Strong Democrat,Health care,Immigration,Female,18-24,African American,,,,,,,,1,,Disapprove somewhat
R_8vKqg6hyRZWTmHn,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Health care,Education,Male,45-54,White/Caucasian,,,,1,Neither approve nor disapprove,,,,,
R_pfSWI5iKKmUqlLX,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Republican,Social security,Environment,Male,55-64,White/Caucasian,1,,,,Disapprove somewhat,,,,,
R_DAZ59spTcMKsVRD,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Strong Democrat,Environment,Jobs,Female,55-64,White/Caucasian,,,,,,,,1,,Approve strongly
R_2DSvbPtq7MFCUwk,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,Social security,Health care,Female,65 or over,White/Caucasian,1,,,,Approve strongly,,,,,
R_2QMQy9ozV3acF1V,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Strong Democrat,Education,Jobs,Female,18-24,White/Caucasian,,,,,,,1,,,Approve somewhat
R_2rTTo82uOfVqPuO,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Strong Democrat,Terrorism,Crime,Female,35-44,White/Caucasian,,,,,,,1,,,Approve somewhat
R_yJS7dp1DCHdTGZX,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Republican,Jobs,Drug addiction,Male,35-44,White/Caucasian,,,1,,Approve strongly,,,,,
R_2dAR2IIJqw3bory,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,Environment,Education,Female,35-44,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_a2GvSHARydDDgPL,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Strong Democrat,Health care,Immigration,Female,25-34,White/Caucasian,,,,,,1,,,,Approve somewhat
R_aW9DhKsdm4cZtn3,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Strong Democrat,Health care,Immigration,Male,35-44,White/Caucasian,,,,,,,,1,,Approve strongly
R_1l6T0tKslZuRkmK,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Strong Republican,Social security,Health care,Male,65 or over,White/Caucasian,,,1,,Approve somewhat,,,,,
R_20UlitMw67OUBBw,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Immigration,Jobs,Female,55-64,White/Caucasian,,,,,,1,,,,Disapprove somewhat
R_3DuxuyK6TLWBYaf,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Democrat,Jobs,Health care,Female,18-24,White/Caucasian,,,,,,,,1,,Approve strongly
R_3rNhFb5RkyI9xJc,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Strong Democrat,Social security,National security,Female,65 or over,White/Caucasian,,,,,,,,1,,Approve somewhat
R_Wr1NHoX60FgA9Lr,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Independent,Environment,Immigration,Prefer not to say,18-24,African American,,1,,,Neither approve nor disapprove,,,,,
R_BLg9qjI8fGn02CR,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Independent,Health care,Jobs,Female,35-44,White/Caucasian,,,,,,,1,,,Neither approve nor disapprove
R_2BtXz3IAZUXJYiF,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Social security,Crime,Male,35-44,White/Caucasian,,1,,,Neither approve nor disapprove,,,,,
R_3G3wczIfkW1YWZF,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Weak Democrat,Jobs,Health care,Male,18-24,Other,,,,,,1,,,,Approve strongly
R_1Cq3PiZSe6eNqxk,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Lean Republican,Immigration,National security,Male,45-54,White/Caucasian,,1,,,Disapprove somewhat,,,,,
R_u4jIWHKyT2RmTXr,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,Crime,Health care,Female,18-24,White/Caucasian,,,,,,1,,,,Disapprove somewhat
R_1gdqxtelS3Kqlsw,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Strong Republican,National security,Immigration,Male,35-44,White/Caucasian,,,1,,Approve somewhat,,,,,
R_1jI0p31i0zVOPyr,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Democrat,Environment,Health care,Female,25-34,White/Caucasian,,,,,,1,,,,Approve somewhat
R_vGg6YezjlwDsWpr,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Republican,Education,National security,Female,35-44,White/Caucasian,1,,,,Neither approve nor disapprove,,,,,
R_24ce4yPjRVSmSGd,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Democrat,Health care,Terrorism,Male,18-24,African American,,,,,,1,,,,Approve strongly
R_2dmyp5TRmhnuK2L,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Not sure,Health care,Social security,Female,45-54,White/Caucasian,,,,,,,1,,,Neither approve nor disapprove
